"movie_id"	"one"	"two"	"three"	"four"	"five"	"six"	"seven"	"eight"	"nine"	"ten"	"mean"	"median"
"tt6791096"	5563	1336	1692	3030	6539	9107	6904	3842	1656	3235	0.0	0.0
"tt2452244"	1535	1146	2041	4105	9179	14166	11048	4952	1732	2416	0.0	0.0
"tt7349662"	2904	843	1227	2220	5695	17269	47090	56840	23692	13067	0.0	0.0
"tt6266538"	1679	719	1058	1914	4704	12945	30127	26474	9812	5001	0.0	0.0
"tt6217804"	1013	325	314	360	356	282	244	145	86	564	0.0	0.0
"tt2873282"	4004	1979	2798	5358	13010	31414	45304	25925	8865	8210	0.0	0.0
"tt5664636"	395	316	639	1390	3323	4162	2247	840	283	771	0.0	0.0
"tt7137846"	579	377	644	1217	2398	2674	1668	782	269	663	0.0	0.0
"tt2334871"	6659	1808	2430	3780	5431	4742	2831	1418	522	1457	0.0	0.0
"tt6472976"	341	163	248	518	1376	3260	6470	5886	3019	4665	0.0	0.0
"tt1413492"	1356	572	912	1871	5039	12557	17108	8796	2935	3762	0.0	0.0
"tt7958736"	956	687	1193	2335	4808	6639	4254	1686	519	891	0.0	0.0
"tt6428676"	247	147	287	537	1279	1729	1231	532	231	532	0.0	0.0
"tt2398241"	440	306	546	1109	2736	4510	3198	1535	591	1435	0.0	0.0
"tt2568862"	419	281	699	1780	6050	18159	25079	10344	3121	3439	0.0	0.0
"tt1259528"	777	450	837	1612	4479	12703	26907	17875	5726	5025	0.0	0.0
"tt1213641"	2624	963	1341	2498	6485	17977	40965	41222	17106	9572	0.0	0.0
"tt1666185"	1077	556	798	1475	2801	4441	3726	1785	723	2035	0.0	0.0
"tt1293847"	5707	3865	5679	9552	16560	16956	10269	4654	1920	5203	0.0	0.0
"tt2932536"	1559	1246	2160	4246	8706	11832	7613	3183	1041	1750	0.0	0.0
"tt7784604"	6825	3223	4237	6182	11288	21180	38889	44945	28109	19008	0.0	0.0
"tt6063050"	554	246	323	436	798	1088	1156	800	401	1108	0.0	0.0
"tt2296777"	636	408	628	1037	1915	1900	1057	442	147	630	0.0	0.0
"tt5462602"	1399	487	709	1333	3369	10512	29103	36801	16328	8981	0.0	0.0
"tt7334528"	486	253	435	809	1922	2899	1931	907	323	759	0.0	0.0
"tt4218572"	1224	658	1102	2216	5656	14289	23971	16454	5192	2931	0.0	0.0
"tt7616798"	313	127	232	370	970	2154	2719	1710	713	1459	0.0	0.0
"tt2239822"	3120	2569	4223	7823	16261	30859	39657	23538	9376	10607	0.0	0.0
"tt4587656"	367	127	185	293	621	908	890	674	371	1155	0.0	0.0
"tt5164432"	1992	445	611	1036	2792	7601	19006	22806	12901	17897	0.0	0.0
"tt6772950"	2181	1914	2874	4617	7410	8003	5233	2459	860	1991	0.0	0.0
"tt7083526"	632	132	98	182	367	669	777	687	414	1125	0.0	0.0
"tt8085790"	565	241	358	716	1399	1617	1113	578	239	591	0.0	0.0
"tt1219827"	3923	2589	4493	9434	22949	45467	49593	26395	9116	9639	0.0	0.0
"tt4468740"	335	129	204	382	1067	3769	11078	16512	9343	7345	0.0	0.0
"tt2126357"	616	377	654	1427	3127	4818	3398	1486	537	1023	0.0	0.0
"tt1972591"	2906	2122	3661	6635	14494	30234	46872	34812	15663	18511	0.0	0.0
"tt8364368"	1005	763	1302	2364	5153	10060	10429	4828	1428	1902	0.0	0.0
"tt6095472"	294	140	215	469	1049	2453	2611	1394	549	1086	0.0	0.0
"tt3348730"	1633	1518	3049	5417	10836	15986	11649	5179	1965	3903	0.0	0.0
"tt4777008"	745	306	422	854	1802	3975	7201	5763	2722	4461	0.0	0.0
"tt1590193"	787	846	1719	4149	11499	27029	26879	10453	3134	3659	0.0	0.0
"tt6802308"	1781	1359	1773	2817	4723	5043	3123	1534	638	1255	0.0	0.0
"tt1961175"	1820	996	1725	3570	8143	16060	15628	7181	2443	3783	0.0	0.0
"tt4560436"	1437	1116	1784	3519	7468	14403	13649	6598	2162	3093	0.0	0.0
"tt4244998"	755	537	866	1708	4201	9887	13864	7789	3110	4223	0.0	0.0
"tt6722030"	434	265	407	751	1504	2046	1405	685	225	489	0.0	0.0
"tt6850820"	728	558	930	1877	4297	9680	12442	6447	2469	3292	0.0	0.0
"tt1298644"	1725	1033	1652	2733	5672	6965	4451	1965	744	1236	0.0	0.0
"tt2935510"	2966	1895	2669	3957	7925	15277	22564	17599	7106	4779	0.0	0.0
"tt1615160"	509	300	610	1410	4552	14673	31052	20341	6532	6525	0.0	0.0
"tt5083738"	2213	1183	1565	2577	5490	13893	33333	43472	23814	11002	0.0	0.0
"tt1137450"	928	801	1287	2532	6251	14179	15722	7237	2290	3762	0.0	0.0
"tt5001718"	642	380	714	1425	3484	6523	6922	4055	1687	3122	0.0	0.0
"tt5362988"	654	372	582	1184	3596	12863	45503	69001	30187	16005	0.0	0.0
"tt1981128"	4008	4158	6010	9473	16596	19304	13067	5737	2130	3916	0.0	0.0
"tt6663582"	1641	1159	1913	3752	8518	15586	13196	6262	2185	3328	0.0	0.0
"tt2798920"	5227	3824	5886	9863	21023	44297	67742	53314	22173	12914	0.0	0.0
"tt3401882"	1272	1087	1896	3419	7244	9980	6368	2624	937	1866	0.0	0.0
"tt5719748"	1151	806	1444	2751	6334	12105	11132	4712	1414	1720	0.0	0.0
"tt4795124"	460	281	404	841	1981	3337	2559	1281	470	886	0.0	0.0
"tt5104604"	715	353	476	953	2642	7880	23573	40767	24879	16246	0.0	0.0
"tt8097306"	656	291	390	547	809	740	534	310	114	466	0.0	0.0
"tt6306064"	450	281	525	1150	3448	9333	12561	6168	2035	2415	0.0	0.0
"tt6398184"	407	131	182	263	710	1883	4087	5063	3034	3589	0.0	0.0
"tt4532826"	3930	2536	3694	5551	9474	11269	8280	4186	1623	2923	0.0	0.0
"tt1458169"	1597	961	1337	2125	4442	7294	6092	3123	1299	2207	0.0	0.0
"tt0859635"	707	525	829	1483	3041	4949	4704	2568	984	1847	0.0	0.0
"tt1255919"	5694	2767	2929	3272	3451	2365	1443	720	272	1297	0.0	0.0
"tt5690360"	5522	3785	3740	3365	2578	1422	743	346	145	851	0.0	0.0
"tt2226597"	994	658	1241	2655	6692	15279	17113	8382	3072	3968	0.0	0.0
"tt2139881"	1188	592	823	1433	3756	9708	18923	12876	4526	3979	0.0	0.0
"tt1620981"	395	217	332	629	1230	1793	1488	735	288	607	0.0	0.0
"tt5442430"	3390	2357	3956	8031	19110	43142	60431	32008	9687	7777	0.0	0.0
"tt5580036"	791	381	577	1275	4068	14958	48941	54606	18117	9187	0.0	0.0
"tt5478478"	491	309	537	1037	2822	8046	18334	15888	6372	4600	0.0	0.0
"tt5580266"	1440	229	207	339	761	1963	4826	5686	3087	4345	0.0	0.0
"tt7424200"	519	175	217	436	1104	2561	4084	2556	889	1677	0.0	0.0
"tt8663516"	1306	867	1339	2363	4579	7197	6452	2952	924	1717	0.0	0.0
"tt4209788"	654	278	468	1057	3200	11569	36631	39294	13373	7210	0.0	0.0
"tt8155288"	865	677	1157	2390	5664	11309	10850	4858	1627	2391	0.0	0.0
"tt5439796"	777	505	928	1973	5927	19251	43621	27873	6817	4004	0.0	0.0
"tt0498381"	2840	2965	4323	6271	7785	5532	2742	1162	438	1297	0.0	0.0
"tt8772262"	3771	1521	1910	2740	4964	9853	19762	22588	11557	7483	0.0	0.0
"tt5719700"	777	622	1024	2068	4445	6380	4752	2335	894	1233	0.0	0.0
"tt1560220"	449	215	332	614	1745	4819	10440	8511	3155	3498	0.0	0.0
"tt7798634"	753	343	540	982	2581	7119	12724	8424	2963	2583	0.0	0.0
"tt8186318"	208	48	42	47	71	103	194	237	203	656	0.0	0.0
"tt7668870"	689	327	501	956	2751	9059	29406	40255	18483	12167	0.0	0.0
"tt1478839"	171	65	98	163	391	972	2195	2753	1596	2127	0.0	0.0
"tt4481514"	989	973	1826	3511	7675	10579	6327	2410	712	1079	0.0	0.0
"tt5294550"	591	269	584	1348	4401	14394	25952	12171	2845	1946	0.0	0.0
"tt1072748"	792	962	1636	2972	5739	6373	4180	1823	608	1117	0.0	0.0
"tt4481414"	318	133	293	536	1925	7491	23369	29678	13079	10810	0.0	0.0
"tt4669788"	843	154	119	261	767	2638	5159	3620	1408	1445	0.0	0.0
"tt1389072"	3970	3121	5056	8697	16375	21342	15014	6576	2092	2109	0.0	0.0
"tt1285009"	1661	1311	1984	3000	4702	4699	3134	1523	543	1188	0.0	0.0
"tt4537896"	322	160	291	736	2190	5962	6726	2692	653	799	0.0	0.0
"tt6513120"	463	172	302	640	1894	6014	13185	10587	4582	5680	0.0	0.0
"tt1489887"	2487	639	757	1211	2712	6058	11658	12836	6621	5092	0.0	0.0
"tt8385474"	162	73	109	192	474	1178	2605	2600	1277	2189	0.0	0.0
"tt4030600"	2368	1824	2301	3013	3442	2747	1557	751	236	758	0.0	0.0
"tt7734218"	1365	628	888	1285	3143	6181	5782	2517	827	1407	0.0	0.0
"tt5816682"	429	137	310	673	1994	5939	9416	5262	1763	1748	0.0	0.0
"tt4799050"	2437	1883	2951	5250	9685	9910	5283	2175	767	1550	0.0	0.0
"tt2274648"	3786	2890	4757	7148	11628	12360	8182	3750	1466	2932	0.0	0.0
"tt4131800"	375	110	158	275	515	807	829	623	362	1379	0.0	0.0
"tt4530422"	1200	662	1235	2389	6192	15350	22474	12655	3755	3349	0.0	0.0
"tt4463894"	720	435	710	1495	3446	8029	9863	4695	1609	2258	0.0	0.0
"tt3521126"	1199	528	802	1603	4447	14146	36921	37432	13323	8988	0.0	0.0
"tt7329656"	661	540	816	1266	2134	1827	1114	509	170	508	0.0	0.0
"tt5776858"	1173	753	1231	2174	4685	11107	22186	25123	15000	9112	0.0	0.0
"tt6421110"	559	406	628	1052	1557	1287	723	397	156	575	0.0	0.0
"tt2072233"	854	780	1407	2655	5725	7684	4569	1668	532	1006	0.0	0.0
"tt1308728"	1485	952	1391	2116	3602	4633	3469	1559	565	1035	0.0	0.0
"tt6003368"	1320	462	533	719	847	753	524	303	138	423	0.0	0.0
"tt6324278"	653	87	126	203	578	1437	2683	2122	947	1230	0.0	0.0
"tt1025100"	1872	1012	1706	2788	5730	8422	6601	3002	1039	1967	0.0	0.0
"tt7690670"	580	233	317	474	873	891	756	416	177	596	0.0	0.0
"tt4287320"	3361	3067	5245	9634	17546	18796	10719	4182	1380	1847	0.0	0.0
"tt1946502"	414	242	295	492	661	625	382	223	100	383	0.0	0.0
"tt9024106"	2121	239	89	91	133	207	349	549	702	6463	0.0	0.0
"tt1206885"	1173	794	1331	2117	4035	6858	8110	5185	2194	5402	0.0	0.0
"tt0493405"	1289	922	1271	2394	5352	10801	9216	4259	1342	2142	0.0	0.0
"tt3829920"	265	146	237	400	1257	3944	12117	16944	7741	6497	0.0	0.0
"tt6628394"	1002	656	1105	2260	6018	17225	34667	28343	9957	5959	0.0	0.0
"tt5109784"	15830	5450	6292	8123	13287	20837	31171	32005	18919	17532	0.0	0.0
"tt5691024"	1205	278	332	319	361	297	190	140	68	481	0.0	0.0
"tt5208252"	488	197	261	662	2221	6487	8743	3613	934	823	0.0	0.0
"tt7388562"	331	89	109	235	512	863	1119	871	567	1466	0.0	0.0
"tt7284204"	121	65	120	178	395	496	306	106	35	138	0.0	0.0
"tt1966359"	532	492	854	1640	3649	4427	2497	871	264	472	0.0	0.0
"tt5688932"	1452	721	977	1785	3629	7373	12936	11594	4950	3066	0.0	0.0
"tt1730768"	1183	432	316	666	1752	5135	11171	7683	2928	2471	0.0	0.0
"tt5270948"	234	95	143	348	1095	2909	3252	1337	381	531	0.0	0.0
"tt7752126"	1506	1048	1784	3790	7620	13915	13703	6765	2036	2590	0.0	0.0
"tt2378507"	385	137	234	482	1275	3541	7918	6769	2654	2277	0.0	0.0
"tt8637428"	268	63	97	169	375	1186	3298	5049	2977	1742	0.0	0.0
"tt2039338"	1556	1599	2650	4592	8466	9039	5125	2061	694	1375	0.0	0.0
"tt6811018"	414	204	387	796	1796	3156	2495	1208	370	542	0.0	0.0
"tt5390504"	1093	265	326	641	1570	4884	13065	13784	4641	2522	0.0	0.0
"tt6348138"	157	80	128	303	821	2291	3404	1710	559	624	0.0	0.0
"tt2328900"	1114	571	828	1496	3436	8003	8315	4041	1231	1146	0.0	0.0
"tt4103724"	235	166	253	467	1076	2062	2763	1888	1118	1906	0.0	0.0
"tt1571234"	1856	1705	3106	6152	12833	22145	20783	10412	3488	4356	0.0	0.0
"tt1846589"	847	467	821	1592	3609	8466	12404	7798	3061	3425	0.0	0.0
"tt6107548"	521	202	262	514	1341	3298	4342	2281	774	827	0.0	0.0
"tt5941692"	351	144	237	486	987	1429	1036	571	204	477	0.0	0.0
"tt7125860"	806	294	450	846	2036	4774	8813	8009	3803	2115	0.0	0.0
"tt4504044"	490	345	615	1325	3100	4746	3594	1531	501	729	0.0	0.0
"tt5177088"	1031	594	1059	2150	4853	9382	8886	3808	1108	1345	0.0	0.0
"tt5734576"	696	633	1146	2087	3406	3252	1951	811	295	724	0.0	0.0
"tt6113488"	826	161	175	238	494	743	996	953	662	1586	0.0	0.0
"tt5322012"	1013	1047	1363	1933	3351	3429	2010	885	320	725	0.0	0.0
"tt4695012"	4783	2361	3179	5348	9593	15243	16615	10712	3440	1983	0.0	0.0
"tt5125894"	166	66	87	171	358	503	481	243	100	175	0.0	0.0
"tt7014006"	772	361	535	999	2358	5640	13041	14993	7452	4117	0.0	0.0
"tt4899370"	319	80	139	269	978	3063	6533	4525	1819	2207	0.0	0.0
"tt4364194"	239	76	79	145	438	1480	4335	6457	4397	3750	0.0	0.0
"tt4073790"	1091	701	1207	2092	4120	5320	4242	2280	1102	2443	0.0	0.0
"tt4622512"	762	339	461	1110	3363	10566	17315	7975	1986	1658	0.0	0.0
"tt1691916"	693	468	830	1825	4765	10029	10894	5969	2442	3300	0.0	0.0
"tt4126476"	1927	1016	1286	1879	2870	3057	2444	1760	995	4449	0.0	0.0
"tt5822564"	764	298	408	626	1208	1419	1056	543	201	333	0.0	0.0
"tt6000478"	427	181	390	985	2950	7211	7914	3467	979	1178	0.0	0.0
"tt8266310"	340	114	140	272	626	1587	2830	2173	906	800	0.0	0.0
"tt2837574"	375	239	372	976	2818	7959	11805	5939	1524	1022	0.0	0.0
"tt3462710"	726	621	853	1564	2809	2675	1507	650	234	507	0.0	0.0
"tt1999890"	451	388	732	1304	2206	2686	1755	813	259	529	0.0	0.0
"tt3289724"	456	290	479	900	1871	3428	3411	1769	624	691	0.0	0.0
